AG.01	N-1323145	17.6	-61.8	Barbuda
CZ.80	N9044913	49.4	15.5	Vysocina Region
CZ.80	N9044913	49.4	15.5	Jihlavsky Kraj
CZ.80	N9044913	49.4	15.5	Kraj Vysocina
CZ.80	N9044913	49.4	15.5	Vysocina
GF.0	N-916610	4.0	-53.0	La Guyane Francaise
GF.0	N-916610	4.0	-53.0	La Guyane
GF.0	N-916610	4.0	-53.0	Guyane Francaise
GF.0	N-916610	4.0	-53.0	French Guiana
GF.0	N-916610	4.0	-53.0	Guyane
GF.0	N-916610	4.0	-53.0	Department of French Guiana
GF.0	N-916610	4.0	-53.0	Departement de la Guyane Francaise
GF.0	N-916610	4.0	-53.0	French Guiana
GF.0	N-916610	4.0	-53.0	Collectivite Territoriale de Guyane
GF.0	N-916610	4.0	-53.0	Department of Guiana
GF.0	N-916610	4.0	-53.0	Departement de la Guyane
FI.28	N413172	61.7	23.7	Tampere
FI.28	N413172	61.7	23.7	Pirkanmaa
FI.28	N413172	61.7	23.7	Birkaland
FI.28	N413172	61.7	23.7	Tampere Region
FI.28	N413172	61.7	23.7	Pirkanmaa
FI.28	N413172	61.7	23.7	Birkaland
FI.27	N415031	61.2	25.8	Paijanne Tavastia
FI.27	N415031	61.2	25.8	Paijat-Hame
FI.27	N415031	61.2	25.8	Paijat-Hame
FI.27	N415031	61.2	25.8	Paijanne-Tavastland
FI.27	N415031	61.2	25.8	Paijat-Hame Region
FI.27	N415031	61.2	25.8	Paijat-Hameen Maakunta
FI.27	N415031	61.2	25.8	Landskapet Paijanne-Tavastland
FI.24	N413137	62.5	25.5	Central Finland Region
FI.24	N413137	62.5	25.5	Landskapet Mellersta Finland
FI.24	N413137	62.5	25.5	Keski-Suomen Maakunta
FI.24	N413137	62.5	25.5	Mellersta Finland
FI.24	N413137	62.5	25.5	Keski-Suomi
FI.24	N413137	62.5	25.5	Central Finland
FI.16	N413003	60.2	20.0	Alands Landskap
FI.16	N413003	60.2	20.0	Alands Landskapsstyrelse
FI.16	N413003	60.2	20.0	Aland Region
FI.16	N413003	60.2	20.0	Landskapet Aland
FI.16	N413003	60.2	20.0	Ahvenanmaa
FI.16	N413003	60.2	20.0	Ahvenanmaa
FI.16	N413003	60.2	20.0	Aland
FI.16	N413003	60.2	20.0	Aland
FI.17	N413166	61.0	28.2	South Karelia
FI.17	N413166	61.0	28.2	Sydkarelens Forbund
FI.17	N413166	61.0	28.2	Etela-Karjala
FI.17	N413166	61.0	28.2	Sodra Karelen
FI.17	N413166	61.0	28.2	South Karelia Region
FI.17	N413166	61.0	28.2	Etela-Karjalan Maakunta
FI.17	N413166	61.0	28.2	Landskapet Sodra Karelen
FI.32	N415032	61.5	22.2	Satakunnan Maakunta
FI.32	N415032	61.5	22.2	Landskapet Satakunta
FI.32	N415032	61.5	22.2	Satakunta Region
FI.32	N415032	61.5	22.2	Satakunta
FI.32	N415032	61.5	22.2	Satakunta
FI.32	N415032	61.5	22.2	Satakunta
FI.33	N413145	63.2	27.5	Northern Savonia
FI.33	N413145	63.2	27.5	Northern Savo
FI.33	N413145	63.2	27.5	North Savo
FI.33	N413145	63.2	27.5	Savo
FI.33	N413145	63.2	27.5	Savolax
FI.33	N413145	63.2	27.5	Pohjois-Savo
FI.33	N413145	63.2	27.5	Norra Savolax
FI.33	N413145	63.2	27.5	North Savo Region
FI.33	N413145	63.2	27.5	Pohjois-Savo
FI.33	N413145	63.2	27.5	Landskapet Norra Savolax
FI.34	N413179	60.6	22.5	Finland Proper
FI.34	N413179	60.6	22.5	Southwest Finland
FI.34	N413179	60.6	22.5	Egentliga Finland
FI.34	N413179	60.6	22.5	Varsinais-Suomi
FI.34	N413179	60.6	22.5	Southwest Finland Region
FI.34	N413179	60.6	22.5	Landskapet Egentliga Finland
FI.34	N413179	60.6	22.5	Varsinais-Suomen Maakunta
FI.35	N413181	60.4	24.8	Uusimaa
FI.35	N413181	60.4	24.8	Nyland
FI.35	N413181	60.4	24.8	Uusimaa Region
FI.35	N413181	60.4	24.8	Newland Region
FI.35	N413181	60.4	24.8	Newland
FI.35	N413181	60.4	24.8	Uudenmaan Maakunta
FI.35	N413181	60.4	24.8	Landskapet Nyland
FI.18	N413134	62.8	23.0	Southern Ostrobothnia
FI.18	N413134	62.8	23.0	South Ostrobothnia
FI.18	N413134	62.8	23.0	Etela-Pohjanmaa
FI.18	N413134	62.8	23.0	Sodra Osterbotten
FI.18	N413134	62.8	23.0	South Ostrobothnia Region
FI.18	N413134	62.8	23.0	Etela-Pohjanmaan Maakunta
FI.18	N413134	62.8	23.0	Landskapet Sodra Osterbotten
FI.19	N413159	61.9	27.8	Southern Savonia
FI.19	N413159	61.9	27.8	Southern Savo
FI.19	N413159	61.9	27.8	South Savo
FI.19	N413159	61.9	27.8	Region of Etela-Savo
FI.19	N413159	61.9	27.8	South Savo Region
FI.19	N413159	61.9	27.8	Etela-Savon Maakunta
FI.19	N413159	61.9	27.8	Landskapet Sodra Savolax
FI.19	N413159	61.9	27.8	Etela-Savo
FI.19	N413159	61.9	27.8	Sodra Savolax
FI.20	N413173	60.9	24.3	Tavastia Proper
FI.20	N413173	60.9	24.3	Kanta-Hame
FI.20	N413173	60.9	24.3	Hame
FI.20	N413173	60.9	24.3	Tavastland
FI.20	N413173	60.9	24.3	Kanta-Hame
FI.20	N413173	60.9	24.3	Egentliga Tavastland
FI.20	N413173	60.9	24.3	Kanta-Hame Region
FI.20	N413173	60.9	24.3	Kanta-Hameen Maakunta
FI.20	N413173	60.9	24.3	Egentliga Tavastland
FI.22	N413081	64.5	28.5	Kajaani Region
FI.22	N413081	64.5	28.5	Kainuu
FI.22	N413081	64.5	28.5	Kainuu Region
FI.22	N413081	64.5	28.5	Kainuu
FI.22	N413081	64.5	28.5	Kajanaland
FI.22	N413081	64.5	28.5	Kainuu
FI.22	N413081	64.5	28.5	Kajanaland
FI.23	N413098	63.6	24.1	Central Ostrobothnia
FI.23	N413098	63.6	24.1	Keski-Pohjanmaa
FI.23	N413098	63.6	24.1	Mellersta Osterbotten
FI.23	N413098	63.6	24.1	Central Ostrobothnia Region
FI.23	N413098	63.6	24.1	Keski-Pohjanmaa
FI.23	N413098	63.6	24.1	Landskapet Mellersta Osterbotten
FI.25	N413170	60.8	26.9	Kymenlaakso
FI.25	N413170	60.8	26.9	Kymmenedalen
FI.25	N413170	60.8	26.9	Kymenlaakso Region
FI.25	N413170	60.8	26.9	Kymenlaakso
FI.25	N413170	60.8	26.9	Kymmenedalen
FI.25	N413170	60.8	26.9	Kymenlaakso
FI.26	N413005	67.8	26.5	Lapland Region
FI.26	N413005	67.8	26.5	Lappland
FI.26	N413005	67.8	26.5	Lappi
FI.26	N413005	67.8	26.5	Lapland
FI.26	N413005	67.8	26.5	Lapin Maakunta
FI.26	N413005	67.8	26.5	Landskapet Lappland
FI.29	N413101	63.1	22.2	Pohjanmaa
FI.29	N413101	63.1	22.2	Landskapet Osterbotten
FI.29	N413101	63.1	22.2	Ostrobothnia Region
FI.29	N413101	63.1	22.2	Pohjanmaa
FI.29	N413101	63.1	22.2	Osterbotten
FI.29	N413101	63.1	22.2	Ostrobothnia
FI.30	N413138	62.8	29.9	North Karelia
FI.30	N413138	62.8	29.9	Pohjois-Karjala
FI.30	N413138	62.8	29.9	Pohjois-Karjala
FI.30	N413138	62.8	29.9	Norra Karelen
FI.30	N413138	62.8	29.9	North Karelia Region
FI.30	N413138	62.8	29.9	Landskapet Norra Karelen
FI.31	N413089	65.0	26.4	North Ostrobothnia
FI.31	N413089	65.0	26.4	Norra Osterbotten
FI.31	N413089	65.0	26.4	Pohjois-Pohjanmaa
FI.31	N413089	65.0	26.4	Northern Ostrobothnia
FI.31	N413089	65.0	26.4	North Ostrobothnia Region
FI.31	N413089	65.0	26.4	Pohjois-Pohjanmaa
FI.31	N413089	65.0	26.4	Landskapet Norra Osterbotten
FI.0	N-1364025	61.5	24.5	Hameen Laani
FI.0	N-1364025	61.5	24.5	Province of Hame
FI.0	N-1364025	61.5	24.5	Hame
FI.0	N-1364025	61.5	24.5	Tavastehus Lan
FI.0	N-1370196	62.5	25.5	Keski-Suomi
FI.0	N-1370196	62.5	25.5	Keski-Suomen Laani
FI.0	N-1370196	62.5	25.5	Central Finland
FI.0	N-1370196	62.5	25.5	Mellersta Finlands Lan
FI.0	N-1370196	62.5	25.5	County of Central-Finland
FI.0	N-1373612	61.0	28.0	Kymen Laani
FI.0	N-1373612	61.0	28.0	Kymmene Lan
FI.0	N-1373612	61.0	28.0	Kymi
FI.0	N-1377329	62.0	27.5	Mikkeli
FI.0	N-1377329	62.0	27.5	Sankt Michel
FI.0	N-1377329	62.0	27.5	Province of Mikkeli
FI.0	N-1377329	62.0	27.5	Mikkeli
FI.0	N-1377329	62.0	27.5	Sankt Michels Lan
FI.0	N-1382188	63.0	30.0	County of Northern Karjala
FI.0	N-1382188	63.0	30.0	North Karelia
FI.0	N-1382188	63.0	30.0	Nordkarelen
FI.0	N-1382188	63.0	30.0	Pohjois-Karjala
FI.0	N-1382188	63.0	30.0	Pohjois-Karjala
FI.0	N-1382188	63.0	30.0	Norra Karelens Lan
FI.0	N-1389847	61.0	22.5	Abo och Bjorneborg
FI.0	N-1389847	61.0	22.5	Turku ja Pori
FI.0	N-1389847	61.0	22.5	Turku ja Pori
FI.0	N-1389847	61.0	22.5	Province of Turku and Pori
FI.0	N-1389847	61.0	22.5	Abo och Bjorneborgs Lan
FI.0	N-1390533	63.0	23.0	Vaasa
FI.0	N-1390533	63.0	23.0	Vasa Lan
FI.0	N-1390533	63.0	23.0	Province of Vaasa
FI.0	N-1390533	63.0	23.0	Vaasa
FI.0	N-1373079	63.0	27.5	Province of Kuopio
FI.0	N-1373079	63.0	27.5	Kuopio
FI.0	N-1373079	63.0	27.5	Kuopio Lan
FI.0	N-1373079	63.0	27.5	Kuopio
FI.0	N-1379895	65.0	27.0	Uleaborg
FI.0	N-1379895	65.0	27.0	Oulu
FI.0	N-1379895	65.0	27.0	Province of Oulu
FI.0	N-1379895	65.0	27.0	Uleaborgs Lan
FI.0	N-1379895	65.0	27.0	Oulu
FI.0	N-1361227	60.2	20.0	Province of Aland
FI.0	N-1361227	60.2	20.0	Ahvenanmaa
FI.0	N-1361227	60.2	20.0	Alands Lan
FI.0	N-1361227	60.2	20.0	Ahvenanmaa
FI.0	N374678	60.8	26.0	Province of Southern Finland
FI.0	N374678	60.8	26.0	Etela-Suomen Laani
FI.0	N374678	60.8	26.0	Sodra Finlands Lan
FI.0	N374736	62.5	28.0	Ita-Suomen Laani
FI.0	N374736	62.5	28.0	Ostra Finlands Lan
FI.0	N374736	62.5	28.0	Province of Eastern Finland
FI.0	N374760	62.0	24.0	Province of Western Finland
FI.0	N374760	62.0	24.0	Vastra Finlands Lan
FI.0	N374760	62.0	24.0	Lansi-Suomen Laani
FI.0	N413177	60.5	26.0	Ita-Uusimaa
FI.0	N413177	60.5	26.0	Eastern Uusimaa
FI.0	N413177	60.5	26.0	Ita-Uudenmaan Maakunta
FI.0	N413177	60.5	26.0	Ita-Uusimaa
FI.0	N413177	60.5	26.0	Ostra Nyland
FI.0	N413177	60.5	26.0	East Newland Region
FI.0	N413177	60.5	26.0	Landskapet Ostra Nyland
FI.0	N413177	60.5	26.0	East Newland
FI.0	N413177	60.5	26.0	Region of Ita-Uusimaa
FI.0	N-1390252	60.5	25.0	Uudenmaan Laani
FI.0	N-1390252	60.5	25.0	Province of Uusimaa
FI.0	N-1390252	60.5	25.0	Uusimaa
FI.0	N-1390252	60.5	25.0	Nylands Lan
FI.0	N-1374349	68.0	27.0	Lapland
FI.0	N-1374349	68.0	27.0	Province of Lapland
FI.0	N-1374349	68.0	27.0	Lapplands Lan
FI.0	N-1374349	68.0	27.0	Lappland
FI.0	N-1374349	68.0	27.0	Lapin Laani
FI.0	N-1374349	68.0	27.0	Lappi
FJ.09	N12174043	-19.0	178.2	Kadavu
FJ.09	N12174043	-19.0	178.2	Kadavu
FJ.10	N-1188531	-18.2	-178.8	Lau
FJ.10	N-1188531	-18.2	-178.8	Lau
FJ.11	N-1188740	-17.7	178.8	Lomaiviti
FJ.11	N-1188740	-17.7	178.8	Province of Lomaiviti
FJ.11	N-1188740	-17.7	178.8	Lomaiviti
FJ.12	N-1189205	-16.5	179.3	Macuata
FJ.12	N-1189205	-16.5	179.3	Mathuata Province
FJ.12	N-1189205	-16.5	179.3	Muthuata
FJ.12	N-1189205	-16.5	179.3	Macuata
FJ.07	N-1189435	-16.8	178.8	Mbau
FJ.07	N-1189435	-16.8	178.8	Mbua Province
FJ.07	N-1189435	-16.8	178.8	Bua
FJ.07	N-1189435	-16.8	178.8	Bua
FJ.14	N-1189957	-17.9	178.2	Naitasiri
FJ.14	N-1189957	-17.9	178.2	Naitasiri
FJ.15	N-1190953	-18.1	178.1	Namosi
FJ.15	N-1190953	-18.1	178.1	Namosi
FJ.15	N-1190953	-18.1	178.1	Nimosi District
FJ.13	N-1191159	-18.0	177.7	Nadroga and Navosa
FJ.13	N-1191159	-18.0	177.7	Nadroga-Navosa
FJ.13	N-1191159	-18.0	177.7	Nadroga and Navosa
FJ.13	N-1191159	-18.0	177.7	Nandronga and Navosa Province
FJ.16	N-1194307	-17.5	178.2	Ra
FJ.16	N-1194307	-17.5	178.2	Ra
FJ.17	N-1194384	-18.1	178.4	Rewa
FJ.17	N-1194384	-18.1	178.4	Province of Rewa
FJ.17	N-1194384	-18.1	178.4	Rewa
FJ.04	N11794004	-12.5	177.1	Rotuma
FJ.18	N-1194858	-18.2	178.0	Serua
FJ.18	N-1194858	-18.2	178.0	Serua
FJ.18	N-1194858	-18.2	178.0	Province of Serua
FJ.19	N-1195150	-17.8	178.5	Tailevu
FJ.19	N-1195150	-17.8	178.5	Tailevu
FJ.08	N-1195482	-16.6	179.4	Thakaundrove Province
FJ.08	N-1195482	-16.6	179.4	Cakaudrove
FJ.08	N-1195482	-16.6	179.4	Cakaudrove
FJ.06	N-1189284	-17.7	177.7	Mba Province
FJ.06	N-1189284	-17.7	177.7	Ba
FJ.06	N-1189284	-17.7	177.7	Ba
FM.03	N-3739665	7.0	152.0	Truk
FM.03	N-3739665	7.0	152.0	State of Truk
FM.03	N-3739665	7.0	152.0	Chuuk
FM.03	N-3739665	7.0	152.0	Chuuk
FM.01	N-3740147	5.3	163.0	Kosrae State
FM.01	N-3740147	5.3	163.0	Kosrae
FM.01	N-3740147	5.3	163.0	Kosrae
FM.02	N-3740856	7.0	158.0	Ponape District
FM.02	N-3740856	7.0	158.0	Ponape
FM.02	N-3740856	7.0	158.0	State of Ponape
FM.02	N-3740856	7.0	158.0	Pohnpei
FM.02	N-3740856	7.0	158.0	Pohnpei
FM.04	N-3741502	9.0	142.0	Yap District
FM.04	N-3741502	9.0	142.0	State of Yap
FM.04	N-3741502	9.0	142.0	Yap
FO.02	N14070655	62.3	-6.6	Eystur Kommuna
FO.02	N14070655	62.3	-6.6	Eystur
FO.02	N14070655	62.3	-6.6	Eysturkommuna
FO.28	N-2753722	62.2	-7.2	Vestmanna
FO.28	N-2753722	62.2	-7.2	Vestmanhavn
FO.28	N-2753722	62.2	-7.2	Vestmanna Kommuna
FO.13	N-2747561	62.1	-6.7	Nes
FO.13	N-2747561	62.1	-6.7	Naes
FO.13	N-2747561	62.1	-6.7	Nes Kommuna
FO.17	N-2750092	62.1	-6.8	Sjov
FO.17	N-2750092	62.1	-6.8	Sjovar
FO.17	N-2750092	62.1	-6.8	Sjogv
FO.17	N-2750092	62.1	-6.8	Sjovar Kommuna
FO.23	N-2751942	62.2	-7.0	Sunde
FO.23	N-2751942	62.2	-7.0	Sunda
FO.23	N-2751942	62.2	-7.0	Sund
FO.23	N-2751942	62.2	-7.0	Sunda Kommuna
FO.01	N-2741378	62.3	-7.1	Ejde
FO.01	N-2741378	62.3	-7.1	Eidhis
FO.01	N-2741378	62.3	-7.1	Eidhi
FO.01	N-2741378	62.3	-7.1	Eidhis Kommuna
FO.03	N-2741706	61.5	-6.9	Famien
FO.03	N-2741706	61.5	-6.9	Famjins
FO.03	N-2741706	61.5	-6.9	Famjin
FO.03	N-2741706	61.5	-6.9	Famjins Kommuna
FO.04	N-2742248	62.2	-6.8	Fuglefjord
FO.04	N-2742248	62.2	-6.8	Fuglafjardhar
FO.04	N-2742248	62.2	-6.8	Fuglafjordhur
FO.04	N-2742248	62.2	-6.8	Fuglafjardhar Kommuna
FO.05	N-2742263	62.3	-6.3	Fuglo
FO.05	N-2742263	62.3	-6.3	Fugloy
FO.05	N-2742263	62.3	-6.3	Fugloyar
FO.05	N-2742263	62.3	-6.3	Fugloyar Kommuna
FO.06	N-2744321	61.5	-6.8	Hove
FO.06	N-2744321	61.5	-6.8	Hovs Kommuna
FO.06	N-2744321	61.5	-6.8	Hovs
FO.06	N-2744321	61.5	-6.8	Hov
FO.07	N-2744446	61.8	-6.7	Husevig
FO.07	N-2744446	61.8	-6.7	Husavikar
FO.07	N-2744446	61.8	-6.7	Husavik
FO.07	N-2744446	61.8	-6.7	Husavikar Kommuna
FO.08	N-2744467	61.5	-6.8	Hvalbour
FO.08	N-2744467	61.5	-6.8	Hvalbiar Kommuna
FO.08	N-2744467	61.5	-6.8	Hvalbiar
FO.08	N-2744467	61.5	-6.8	Hvalba
FO.08	N-2744467	61.5	-6.8	Kvalbo
FO.09	N-2744490	62.3	-6.5	Kvannesund
FO.09	N-2744490	62.3	-6.5	Hvannasunds Kommuna
FO.09	N-2744490	62.3	-6.5	Hvannasunds
FO.09	N-2744490	62.3	-6.5	Hvannasund
FO.10	N-2745264	62.3	-6.6	Klaksvig
FO.10	N-2745264	62.3	-6.6	Klaksvikar Kommuna
FO.10	N-2745264	62.3	-6.6	Klaksvikar
FO.10	N-2745264	62.3	-6.6	Klaksvik
FO.11	N-2745940	62.3	-6.7	Kuno
FO.11	N-2745940	62.3	-6.7	Kunoyar
FO.11	N-2745940	62.3	-6.7	Kunoy
FO.11	N-2745940	62.3	-6.7	Kunoyar Kommuna
FO.12	N-2745975	62.1	-7.1	Kvivig
FO.12	N-2745975	62.1	-7.1	Kvivikar Kommuna
FO.12	N-2745975	62.1	-7.1	Kvivikar
FO.12	N-2745975	62.1	-7.1	Kvivik
FO.14	N-2748932	61.5	-6.8	Porkere
FO.14	N-2748932	61.5	-6.8	Porkeris Kommuna
FO.14	N-2748932	61.5	-6.8	Porkeris
FO.14	N-2748932	61.5	-6.8	Porkeri
FO.16	N-2749852	61.9	-6.8	Sand
FO.16	N-2749852	61.9	-6.8	Sands
FO.16	N-2749852	61.9	-6.8	Sandur
FO.16	N-2749852	61.9	-6.8	Sands Kommuna
FO.15	N-2749662	62.2	-6.8	Runavikar Kommuna
FO.15	N-2749662	62.2	-6.8	Runavikar
FO.15	N-2749662	62.2	-6.8	Runavik
FO.18	N-2750144	61.8	-6.7	Skalevig
FO.18	N-2750144	61.8	-6.7	Skalavik
FO.18	N-2750144	61.8	-6.7	Skalavikar Kommuna
FO.18	N-2750144	61.8	-6.7	Skalavikar
FO.19	N-2750405	61.9	-6.9	Skopen
FO.19	N-2750405	61.9	-6.9	Skopunar Kommuna
FO.19	N-2750405	61.9	-6.9	Skopunar
FO.19	N-2750405	61.9	-6.9	Skopun
FO.20	N-2750587	61.7	-6.8	Skuo
FO.20	N-2750587	61.7	-6.8	Skuvoyar Kommuna
FO.20	N-2750587	61.7	-6.8	Skuvoyar
FO.20	N-2750587	61.7	-6.8	Skuvoy
FO.21	N-2751175	62.1	-7.3	Sorvag
FO.21	N-2751175	62.1	-7.3	Sorvags Kommuna
FO.21	N-2751175	62.1	-7.3	Sorvagur
FO.21	N-2751175	62.1	-7.3	Sorvags
FO.22	N-2751978	61.4	-6.7	Sunnbour
FO.22	N-2751978	61.4	-6.7	Sumbiar
FO.22	N-2751978	61.4	-6.7	Sumbo
FO.22	N-2751978	61.4	-6.7	Sumba
FO.22	N-2751978	61.4	-6.7	Sumbiar Kommuna
FO.24	N-2752669	62.0	-6.7	Kalbak
FO.24	N-2752669	62.0	-6.7	Thorshavn
FO.24	N-2752669	62.0	-6.7	Torshavnar Kommuna
FO.24	N-2752669	62.0	-6.7	Torshavnar
FO.24	N-2752669	62.0	-6.7	Torshavn
FO.25	N14070657	61.6	-6.8	Tvoroyri
FO.25	N14070657	61.6	-6.8	Tvoroyrar Kommuna
FO.25	N14070657	61.6	-6.8	Tvoroyrar
FO.26	N14070656	62.1	-7.2	Vagar
FO.26	N14070656	62.1	-7.2	VagaKommuna
FO.26	N14070656	62.1	-7.2	Vaga
FO.27	N-2753258	61.5	-6.8	Vag
FO.27	N-2753258	61.5	-6.8	Vags Kommuna
FO.27	N-2753258	61.5	-6.8	Vags
FO.27	N-2753258	61.5	-6.8	Vagur
FO.29	N-2753763	62.3	-6.5	Viderejde
FO.29	N-2753763	62.3	-6.5	Vidhareidhis Kommuna
FO.29	N-2753763	62.3	-6.5	Vidhareidhis
FO.29	N-2753763	62.3	-6.5	Vidhareidhi
PF.01	N-1310415	-23.9	-147.7	Iles Australes
PF.01	N-1310415	-23.9	-147.7	Subdivision Administrative des Iles Australes
PF.01	N-1310415	-23.9	-147.7	Circonscription Administrative des Iles Australes
PF.02	N-1310416	-17.6	-149.4	Iles du Vent
PF.02	N-1310416	-17.6	-149.4	Subdivision Administrative des Iles du Vent
PF.02	N-1310416	-17.6	-149.4	Circonscription Administrative des Iles du Vent
PF.02	N-1310416	-17.6	-149.4	Windward Islands
PF.02	N-1310416	-17.6	-149.4	Tahiti
PF.03	N-1310417	-9.8	-139.0	Subdivision Administrative des Iles Marquises
PF.03	N-1310417	-9.8	-139.0	Iles Marquises
PF.03	N-1310417	-9.8	-139.0	Circonscription Administrative des Iles Marquises
PF.03	N-1310417	-9.8	-139.0	Marquezas Islands
PF.04	N-1310418	-16.5	-151.7	Iles Sous-le-Vent
PF.04	N-1310418	-16.5	-151.7	Subdivision Administrative des Iles Sous-le-Vent
PF.04	N-1310418	-16.5	-151.7	Circonscription Administrative des Iles Sous le Vent
PF.04	N-1310418	-16.5	-151.7	Sous de Vent
PF.04	N-1310418	-16.5	-151.7	Leeward Islands
PF.05	N-1310419	-18.2	-140.9	Iles Tuamotu-Gambier
PF.05	N-1310419	-18.2	-140.9	Circonscription Administrative des Iles Tuamotu et Gambier
PF.05	N-1310419	-18.2	-140.9	Gambier Group
PF.05	N-1310419	-18.2	-140.9	Tuamotu Group
PF.05	N-1310419	-18.2	-140.9	Subdivision Administrative des Iles Tuamotu-Gambier
FR.A8	N-1432508	48.7	2.5	Region Ile-de-France
FR.A8	N-1432508	48.7	2.5	Ile-de-France
FR.A2	N-1415043	48.2	-2.8	Brittany
FR.A2	N-1415043	48.2	-2.8	Bretagne
FR.A2	N-1415043	48.2	-2.8	Bretagne
FR.B5	N-1457147	47.5	-0.8	Pays de la Loire
FR.B5	N-1457147	47.5	-0.8	Pays de la Loire
FR.B8	N-1460204	43.9	6.1	Provence-Alpes-Côte d'Azur
FR.B8	N-1460204	43.9	6.1	Provence-Alpes-Cote d'Azur
FR.A5	N-1421827	42.1	9.1	Corse
FR.A5	N-1421827	42.1	9.1	Corsica
FR.A5	N-1421827	42.1	9.1	Collectivity of Corsica
FR.A5	N-1421827	42.1	9.1	Collectivite de Corse
FR.A5	N-1421827	42.1	9.1	Collectivite Territoriale de Corse
FR.A5	N-1421827	42.1	9.1	Territorial Collectivity of Corsica
FR.A3	N-1417406	47.5	1.8	Centre-Val de Loire
FR.A3	N-1417406	47.5	1.8	Centre-Val de Loire
FR.A3	N-1417406	47.5	1.8	Region Centre
FR.A3	N-1417406	47.5	1.8	Centre
FR.C7	N13864720	45.0	-0.0	Nouvelle-Aquitaine
FR.C7	N13864720	45.0	-0.0	Nouvelle-Aquitaine
FR.C8	N13864721	43.6	2.2	Occitanie
FR.C8	N13864721	43.6	2.2	Occitanie
FR.0	N-1407264	48.3	7.4	Alsace
FR.0	N-1407264	48.3	7.4	Alsace
FR.0	N-1407954	44.3	-0.2	Aquitaine
FR.0	N-1407954	44.3	-0.2	Aquitaine
FR.0	N-1409435	45.7	3.2	Auvergne
FR.0	N-1409435	45.7	3.2	Auvergne
FR.0	N-1410625	48.9	-0.5	Lower Normandy
FR.0	N-1410625	48.9	-0.5	Basse-Normandie
FR.0	N-1410625	48.9	-0.5	Basse-Normandie
FR.0	N-1414367	47.2	4.2	Burgundy
FR.0	N-1414367	47.2	4.2	Bourgogne
FR.0	N-1414367	47.2	4.2	Bourgogne
FR.0	N-1418089	48.8	4.5	Champagne-Ardenne
FR.0	N-1418089	48.8	4.5	Champagne-Ardenne
FR.0	N-1427992	47.2	6.1	Franche-Comte
FR.0	N-1427992	47.2	6.1	Franche-Comté
FR.0	N-1431622	49.4	1.0	Upper Normandy
FR.0	N-1431622	49.4	1.0	Haute-Normandie
FR.0	N-1431622	49.4	1.0	Haute-Normandie
FR.0	N-1437720	43.5	3.2	Languedoc-Roussillon
FR.0	N-1437720	43.5	3.2	Languedoc-Roussillon
FR.0	N-1447135	45.8	1.7	Limousin
FR.0	N-1447135	45.8	1.7	Limousin
FR.0	N-1447857	48.8	6.1	Lorraine
FR.0	N-1447857	48.8	6.1	Lorraine
FR.0	N-1451466	43.8	1.5	Midi-Pyrénées
FR.0	N-1451466	43.8	1.5	Midi-Pyrenees
FR.0	N-1455314	50.5	2.7	Nord-Pas-de-Calais
FR.0	N-1455314	50.5	2.7	Nord-Pas-de-Calais
FR.0	N-1458066	49.6	2.8	Picardie
FR.0	N-1458066	49.6	2.8	Picardie
FR.0	N-1458952	46.2	-0.1	Poitou-Charentes
FR.0	N-1458952	46.2	-0.1	Poitou-Charentes
FR.0	N-1461704	45.5	5.3	Region Rhone-Alpes
FR.0	N-1461704	45.5	5.3	Rhone-Alpes
FR.C2	N13864715	45.3	4.8	Auvergne-Rhone-Alpes
FR.C2	N13864715	45.3	4.8	Auvergne-Rhône-Alpes
FR.C3	N13864716	47.0	5.1	Bourgogne-Franche-Comte
FR.C3	N13864716	47.0	5.1	Bourgogne-Franche-Comté
FR.C4	N13864717	48.7	5.9	Grand Est
FR.C4	N13864717	48.7	5.9	Grand Est
FR.C5	N13864718	49.9	2.7	Hauts-de-France
FR.C5	N13864718	49.9	2.7	Hauts-de-France
FR.C6	N13864719	49.1	0.2	Normandie
FR.C6	N13864719	49.1	0.2	Normandie
GM.07	N-1200963	13.5	-16.0	North Bank
GM.07	N-1200963	13.5	-16.0	North Bank
GM.07	N-1200963	13.5	-16.0	North Bank Division
GM.01	N-1199435	13.4	-16.6	Banjul
GM.01	N-1199435	13.4	-16.6	Banjul
GM.01	N-1199435	13.4	-16.6	City of Banjul
GM.03	N-1200607	13.6	-14.9	MacCarthy Island Division
GM.03	N-1200607	13.6	-14.9	Central River
GM.03	N-1200607	13.6	-14.9	Central River
GM.03	N-1200607	13.6	-14.9	Central River Division
GM.02	N-1200598	13.4	-15.7	Lower River
GM.02	N-1200598	13.4	-15.7	Lower River Division
GM.02	N-1200598	13.4	-15.7	Central Division
GM.02	N-1200598	13.4	-15.7	Lower River
GM.08	N-1200207	13.4	-16.7	Kanifing
GM.08	N-1200207	13.4	-16.7	Kanifing
GM.04	N-1201608	13.4	-14.2	Upper River
GM.04	N-1201608	13.4	-14.2	Upper River Division
GM.04	N-1201608	13.4	-14.2	Upper River
GM.05	N-1201636	13.2	-16.4	Western
GM.05	N-1201636	13.2	-16.4	Western Division
GM.05	N-1201636	13.2	-16.4	West Coast
GM.05	N-1201636	13.2	-16.4	West Coast
GA.05	N-1329181	-3.0	11.0	Region de Nyanga
GA.05	N-1329181	-3.0	11.0	Nyanga
GA.05	N-1329181	-3.0	11.0	Nyanga
GA.07	N-1329398	-0.8	12.7	Ogooue-Lolo
